iter	Logloss
526	0.5687578161
527	0.5686989022
528	0.5686335876
529	0.5685692365
530	0.5685191427
531	0.5684689667
532	0.5684268162
533	0.5683879924
534	0.5683377163
535	0.5682781608
536	0.5682198333
537	0.5681543057
538	0.5681030923
539	0.5680524296
540	0.5679754457
541	0.5679322648
542	0.5678841848
543	0.5678172572
544	0.567771586
545	0.567719016
546	0.5676748434
547	0.5676170989
548	0.5675865555
549	0.5675332757
550	0.5674939886
551	0.5674564064
552	0.5674059262
553	0.5673475064
554	0.5673075351
555	0.5672538865
556	0.5671980567
557	0.5671391001
558	0.5670898152
559	0.5670461977
560	0.567005734
561	0.5669546677
562	0.5668920707
563	0.5668378798
564	0.5667972827
565	0.5667469613
566	0.5666912485
567	0.566637159
568	0.5665933513
569	0.5665336446
570	0.5664798954
571	0.5664297102
572	0.5664019973
573	0.5663462741
574	0.5662947963
575	0.5662425141
576	0.5661817384
577	0.5661325706
578	0.5660853172
579	0.5660336614
580	0.5659833617
581	0.565939794
582	0.5658870842
583	0.5658515094
584	0.5658033159
585	0.565743718
586	0.5656880578
587	0.5656536072
588	0.5656036792
589	0.5655495779
590	0.5654718307
591	0.5654189885
592	0.5653756185
593	0.5653270478
594	0.5652740902
595	0.565212636
596	0.5651853681
597	0.5651520631
598	0.565112595
599	0.5650666218
600	0.5650362092
601	0.5650023491
602	0.564946614
603	0.5649129911
604	0.5648759442
605	0.5648278595
606	0.5647830757
607	0.564747593
608	0.5646917846
609	0.5646369579
610	0.5645817646
611	0.5645296033
612	0.564467599
613	0.564431806
614	0.5643806307
615	0.5643333581
616	0.5642854323
617	0.5642380596
618	0.5642144494
619	0.5641651364
620	0.5640857311
621	0.5640544345
622	0.5640197522
623	0.5639679706
624	0.5639278154
625	0.5638694219
626	0.5638174552
627	0.5637748916
628	0.56372345
629	0.5636746766
630	0.5636312759
631	0.5635730868
632	0.5635383281
633	0.5634961031
634	0.5634614726
635	0.5634132127
636	0.5633788626
637	0.5633298082
638	0.5632916801
639	0.5632421072
640	0.5632129492
641	0.5631929232
642	0.5631469498
643	0.5630910645
644	0.5630408753
645	0.5630006242
646	0.562948037
647	0.5629086739
648	0.5628656155
649	0.5628143378
650	0.5627759426
651	0.5627433385
652	0.5627048381
653	0.5626598867
654	0.5626217387
655	0.5625835376
656	0.5625445264
657	0.5625205589
658	0.5624589642
659	0.5624019579
660	0.5623642323
661	0.5622961132
662	0.5622410032
663	0.562214224
664	0.5621586657
665	0.5621065179
666	0.5620649563
667	0.562028829
668	0.5619731804
669	0.5619150176
670	0.5618658932
671	0.5618254323
672	0.5617749556
673	0.5617132943
674	0.5616800804
675	0.5616358026
676	0.5615799021
677	0.5615327331
678	0.5614843757
679	0.5614443096
680	0.5614188055
681	0.5613653654
682	0.5613169291
683	0.5612839309
684	0.5612212244
685	0.5611871531
686	0.5611336727
687	0.5610861415
688	0.5610570113
689	0.5610044432
690	0.560961632
691	0.5609241231
692	0.5608817018
693	0.5608192514
694	0.5607701041
695	0.5607237331
696	0.5606959441
697	0.560653922
698	0.5606010019
699	0.5605568919
700	0.5605191012
701	0.560475025
702	0.5604198821
703	0.5603792749
704	0.5603411171
705	0.5603002232
706	0.5602508564
707	0.5602175664
708	0.5601732656
709	0.5601325156
710	0.5600787819
711	0.5600167974
712	0.5599668512
713	0.5599339672
714	0.5598972031
715	0.5598470339
716	0.5598012969
717	0.5597447664
718	0.559712536
719	0.5596836451
720	0.5596401544
721	0.5595854884
722	0.559555871
723	0.5595191087
724	0.5594838601
725	0.5594464126
726	0.5593997229
727	0.5593508503
728	0.5593026744
729	0.5592419774
730	0.5592051286
731	0.559175677
732	0.559127893
733	0.5590716686
734	0.5590114649
735	0.5589570651
736	0.558917698
737	0.5588856595
738	0.5588349595
739	0.5587773689
740	0.5587439096
741	0.5586959686
742	0.5586577147
743	0.5586022716
744	0.5585616485
745	0.5585238702
746	0.5584681603
747	0.5584184149
748	0.5583811665
749	0.5583432599
750	0.5582947413
751	0.5582386749
752	0.5582012356
753	0.5581737175
754	0.5581160609
755	0.5580608956
756	0.5580314911
757	0.5580037873
758	0.5579674729
759	0.5579055961
760	0.5578574039
761	0.5578163447
762	0.5577733737
763	0.5577210785
764	0.5576761958
765	0.5576138815
766	0.5575685754
767	0.5575214134
768	0.5574813837
769	0.557429969
770	0.5573929184
771	0.5573579392
772	0.5573274466
773	0.5572836285
774	0.5572240471
775	0.5571704034
776	0.5571272521
777	0.5570792242
778	0.5570325671
779	0.557007292
780	0.5569595292
781	0.5569021955
782	0.5568492437
783	0.5568000213
784	0.5567618349
785	0.5567152688
786	0.5566693527
787	0.5566301784
788	0.5565927609
789	0.5565492385
790	0.5564985259
791	0.5564493595
792	0.5564230225
793	0.5563973558
794	0.5563687696
795	0.5563248846
796	0.5562820571
797	0.5562311026
798	0.5561848844
799	0.5561394936
800	0.5560857713
801	0.5560506251
802	0.5560140908
803	0.5559724843
804	0.5559170072
805	0.5558664989
806	0.5558311959
807	0.5557798231
808	0.5557339794
809	0.5556765779
810	0.5556420532
811	0.5556246137
812	0.5555895023
813	0.5555530126
814	0.5555144615
815	0.555469691
816	0.5554267274
817	0.5553778664
818	0.5553290302
819	0.5552846978
820	0.5552478299
821	0.5552084577
822	0.5551578066
823	0.5551167164
824	0.5550715038
825	0.555030032
826	0.5550068452
827	0.5549758941
828	0.5549493235
829	0.5548989504
830	0.5548613565
831	0.554816332
832	0.5547772218
833	0.5547160255
834	0.5546659388
835	0.5546264173
836	0.5545752136
837	0.5545394031
838	0.5544919788
839	0.5544438476
840	0.5544014748
841	0.554360235
842	0.5543240228
843	0.5542886881
844	0.5542573431
845	0.5542187352
846	0.554186821
847	0.5541687857
848	0.5541317414
849	0.5540870022
850	0.5540549769
851	0.5540275955
852	0.5539744915
853	0.5539377075
854	0.5539094627
855	0.5538731958
856	0.5538236953
857	0.5537766707
858	0.5537155623
859	0.5536686904
860	0.5536282318
861	0.5535879105
862	0.5535458912
863	0.5535103497
864	0.5534619903
865	0.5534278064
866	0.5533851545
867	0.5533446953
868	0.553306542
869	0.5532465756
870	0.553220885
871	0.5531785425
872	0.5531456678
873	0.5531156838
874	0.5530807431
875	0.5530390915
876	0.552994974
877	0.5529565211
878	0.5529232211
879	0.5528905684
880	0.5528386116
881	0.5527773982
882	0.5527440709
883	0.552697917
884	0.5526456786
885	0.5526011921
886	0.5525520316
887	0.5525092947
888	0.5524715581
889	0.552424886
890	0.552384843
891	0.55235579
892	0.5523314254
893	0.5522941842
894	0.5522471652
895	0.5522022751
896	0.5521652429
897	0.5521306118
898	0.5520954575
899	0.5520652686
900	0.5520269062
901	0.5520040351
902	0.5519571303
903	0.5519070441
904	0.5518433826
905	0.5518047903
906	0.5517731592
907	0.551741472
908	0.5516997211
909	0.5516613893
910	0.5516141757
911	0.5515895033
912	0.5515439838
913	0.5514769736
914	0.5514319289
915	0.5513874529
916	0.551340177
917	0.5512943214
918	0.5512391837
919	0.5511964542
920	0.5511564382
921	0.5511058328
922	0.5510692125
923	0.5510146159
924	0.550982584
925	0.5509472252
926	0.5509024446
927	0.5508619257
928	0.5508217508
929	0.5507885137
930	0.5507607882
931	0.5507168056
932	0.550684759
933	0.5506335414
934	0.5505956494
935	0.5505513466
936	0.5505114741
937	0.5504744048
938	0.5504228944
939	0.5503820883
940	0.5503411948
941	0.5502895305
942	0.5502447197
943	0.5502054732
944	0.5501722322
945	0.5501446351
946	0.550101421
947	0.550055442
948	0.5500049351
949	0.5499697504
950	0.5499516598
951	0.549915559
952	0.5498805795
953	0.5498376337
954	0.5498100112
955	0.5497567943
956	0.5497167077
957	0.5496743331
958	0.549630388
959	0.5495863627
960	0.5495434771
961	0.5495099369
962	0.5494699601
963	0.5494197648
964	0.5493746721
965	0.5493300364
966	0.5492820064
967	0.5492392909
968	0.5492042341
969	0.5491681612
970	0.5491217768
971	0.5490877377
972	0.5490579435
973	0.5490208962
974	0.5489902153
975	0.5489578821
976	0.5489145159
977	0.5488803018
978	0.5488467453
979	0.5488067414
980	0.5487513307
981	0.5486986155
982	0.5486529172
983	0.5486229464
984	0.5485810373
985	0.5485372942
986	0.5484816866
987	0.5484291846
988	0.5483802685
989	0.5483423829
990	0.5483058092
991	0.5482696218
992	0.5482373804
993	0.5482120539
994	0.5481995541
995	0.5481683081
996	0.5481166029
997	0.5480873308
998	0.5480428608
999	0.5480118657
1000	0.5479757901
1001	0.5479171005
1002	0.5478765395
1003	0.5478504928
1004	0.5478226467
1005	0.5477768573
1006	0.5477420792
1007	0.5477025133
1008	0.547673797
1009	0.5476321305
1010	0.5476043865
1011	0.5475722494
1012	0.5475311656
1013	0.5474986264
1014	0.5474582638
1015	0.5474206299
1016	0.5473991679
1017	0.5473583017
1018	0.5473261823
1019	0.5472875311
1020	0.5472581914
1021	0.5472236399
1022	0.5471779453
1023	0.547137662
1024	0.5470961428
1025	0.5470707242
1026	0.5470410313
1027	0.5469901401
1028	0.5469366488
1029	0.5468744027
1030	0.5468439873
1031	0.5468041003
1032	0.5467658042
1033	0.5467247483
1034	0.546684799
1035	0.5466320247
1036	0.546581913
1037	0.5465545884
1038	0.546504365
1039	0.5464734841
1040	0.5464435449
1041	0.5464024765
1042	0.5463505282
1043	0.5463177658
1044	0.5462662801
1045	0.5462398871
1046	0.5462095357
1047	0.5461696566
1048	0.5461324586
1049	0.5460938451
1050	0.5460642047
1051	0.5460218579
1052	0.5459763577
1053	0.5459422019
1054	0.5458980893
1055	0.5458523896
1056	0.5458220024
1057	0.545771045
1058	0.5457371235
1059	0.5456903549
1060	0.5456521375
1061	0.5456019554
1062	0.5455548023
1063	0.5455320147
1064	0.5454962566
1065	0.5454505659
1066	0.5454281466
1067	0.545391174
1068	0.5453537517
1069	0.5453201374
1070	0.5452814787
1071	0.5452618924
1072	0.5452112677
1073	0.5451590366
1074	0.5451263546
1075	0.5450884297
1076	0.5450501763
1077	0.5449993489
1078	0.5449490695
1079	0.544916888
1080	0.5448718146
1081	0.5448319725
1082	0.5447970121
1083	0.544772446
1084	0.5447396174
1085	0.5447244116
1086	0.5446843038
1087	0.5446455525
1088	0.5445997992
1089	0.5445736957
1090	0.5445318939
1091	0.5444998507
1092	0.5444709078
1093	0.5444200846
1094	0.5443809933
1095	0.5443469092
1096	0.5443051817
1097	0.5442616398
1098	0.5442056578
1099	0.5441651319
1100	0.5441248696
1101	0.5440862686
1102	0.5440581125
1103	0.5440201809
1104	0.5439750043
1105	0.543935121
1106	0.5439126796
1107	0.5438692863
1108	0.5438302167
1109	0.5437908923
1110	0.5437521903
1111	0.5437099116
1112	0.5436741444
1113	0.5436335851
1114	0.5435885401
1115	0.5435456053
1116	0.5435147118
1117	0.5434780732
1118	0.5434372607
1119	0.543404896
1120	0.5433514518
1121	0.5433031473
1122	0.5432591822
1123	0.5432304064
1124	0.5432012327
1125	0.5431537543
1126	0.5431075114
1127	0.5430741806
1128	0.5430284268
1129	0.5429923344
1130	0.5429510087
1131	0.5429099538
1132	0.5428739403
1133	0.5428372874
1134	0.5428050139
1135	0.5427638163
1136	0.5427253681
1137	0.5426793564
1138	0.5426310111
1139	0.5425817527
1140	0.5425431126
1141	0.5425041363
1142	0.5424526073
1143	0.54242617
1144	0.5423782385
1145	0.5423491944
1146	0.5423213108
1147	0.5422868131
1148	0.5422467712
1149	0.5422093871
1150	0.542178091
1151	0.5421361651
1152	0.5421181338
1153	0.5420839506
1154	0.5420551824
1155	0.5420169993
1156	0.5419742689
1157	0.5419447327
1158	0.5418987967
1159	0.5418601201
1160	0.5418170019
1161	0.5417851217
1162	0.5417366627
1163	0.5416922547
1164	0.5416617295
1165	0.541610181
1166	0.5415626599
1167	0.5415240686
1168	0.5414919214
1169	0.5414488315
1170	0.5414282249
1171	0.5413809842
1172	0.5413342425
1173	0.5413041216
1174	0.5412649208
1175	0.5412287416
1176	0.5411845323
1177	0.541140895
1178	0.5410907799
1179	0.5410463588
1180	0.5410117874
1181	0.5409579697
1182	0.5409204491
1183	0.5408730626
1184	0.5408240841
1185	0.5407905419
1186	0.5407497157
1187	0.5407107102
1188	0.5406719705
1189	0.5406456357
1190	0.5406059375
1191	0.5405717674
1192	0.5405313567
1193	0.5404830533
1194	0.5404550335
1195	0.5404113081
1196	0.5403877263
1197	0.5403608173
1198	0.5403277382
1199	0.5402824658
